Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Roar,Karlsen,Solbergmoen 4,Emmafjell,7348,Norge,NO,19880522-4314,+47,96847043,1988-05-22,True
Timo,Timonen,Niemibulevardi 0,Pyhäranta,05800,Finland,FI,19880618-4396,+358,077 204 2492,1988-06-18,True
Anna,Lund,Parkgatan 11,Sandviken,10046,Sverige,SE,19450331-8285,+46,08-87 54 32,1945-03-31,True
Sigrid,Kristensen,Bøehaugen 7,Roarberg,9258,Norge,NO,19751202-3269,+47,97751336,1975-12-02,True
Noah,Mathews,Lewis Squares 84741,Michaelmouth,90473,Danmark,DK,19990629-4934,+45,971.488.6515,1999-06-29,True
Sixten,Johansson,Gentorget 355,Lidköping,67733,Sverige,SE,19990708-0738,+46,+46 (0)694 728 87,1999-07-08,True
Ragnhild,Andreassen,Bakkestykket 95,Mikkelsen,3660,Norge,NO,19520119-9321,+47,90 05 45 14,1952-01-19,True
Anita,Koivisto,Eljaksenbulevardi 823,Turku,68449,Finland,FI,19981021-8402,+358,+358 069270096,1998-10-21,True
Sofie,Åström,Aspgränd 597,Motala,73426,Sverige,SE,19440205-6523,+46,08-40 44 06,1944-02-05,True
Lene,Solheim,Pedersenengen 2,Roarstrand,6325,Norge,NO,19540120-8127,+47,72 13 24 31,1954-01-20,True
Christer,Eriksson,Storgatan 684,Skellefteå,86863,Sverige,SE,19420113-5554,+46,08-247 36 17,1942-01-13,True
Göran,Svensson,Backgatan 1,Umeå,31010,Sverige,SE,19970801-5036,+46,054-206 89 21,1997-08-01,True
Juhani,Hellström,Villastigen 41,Skövde,26665,Sverige,SE,19611206-5071,+46,+46 (0)8 072 293 84,1961-12-06,True
Margareta,Berg,Skogsgränd 0,Karlstad,37731,Sverige,SE,19830730-5536,+46,044-781 29 01,1983-07-30,True
Stig,Jenssen,Dahlengen 36,Johansen,9912,Norge,NO,19830914-8845,+47,69 23 60 01,1983-09-14,True
Geir,Bakken,Strømroa 59,Sveinfoss,6862,Norge,NO,19770306-6494,+47,+4734022058,1977-03-06,True
Hjalmar,Eriksson,Fabriksvägen 263,Skellefteå,36088,Sverige,SE,19491116-0457,+46,0183-61 04 69,1949-11-16,True
Tone,Ali,Bøetoppen 4,Moen,9289,Norge,NO,19510422-4653,+47,34705219,1951-04-22,True
Cynthia,Miller,Joseph Station 4040,Port Sarafurt,26646,Danmark,DK,19580720-1147,+45,001-780-720-9639x604,1958-07-20,True
Carl,Gustafsson,Asptorget 560,Piteå,67103,Sverige,SE,19680204-4512,+46,063-02 00 64,1968-02-04,True
Lars,Samuelsson,Grantorget 532,Mölndal,44362,Sverige,SE,19670710-2404,+46,095-247 56 71,1967-07-10,True
Margareta,Johansson,Strandgatan 659,Piteå,97566,Sverige,SE,19410419-7376,+46,0448-72 28 14,1941-04-19,True
Märta,Malm,Aspvägen 613,Västerås,62485,Sverige,SE,19901006-5145,+46,014-99 14 65,1990-10-06,True
Sten,Eriksson,Industrivägen 48,Eskilstuna,27191,Sverige,SE,19610725-2001,+46,016-433 98 19,1961-07-25,True
Leif,Ellingsen,Nilsentoppen 76,Sanderfjord,5236,Norge,NO,19651107-5917,+47,98670092,1965-11-07,True
Karl,Ekman,Grangränd 2,Halmstad,99146,Sverige,SE,19400101-5723,+46,08-610 66 67,1940-01-01,True
Mary,Powell,Elaine Groves 27829,Kennethbury,32412,Danmark,DK,19940928-7564,+45,(901)420-1088x277,1994-09-28,True
Stuart,Wilcox,Angela Ways 1334,Lake Matthewville,77496,Danmark,DK,19440503-2035,+45,+1-909-569-9925,1944-05-03,True
Sophia,Soto,Sharon Ford 577,North Jose,76000,Danmark,DK,19650703-8050,+45,001-804-759-0433,1965-07-03,True
Mikael,Eriksson,Stationsvägen 25,Jönköping,25884,Sverige,SE,19881015-6670,+46,076-944 29 84,1988-10-15,True
Sven,Nilsson,Ängsgränd 34,Örnsköldsvik,30074,Sverige,SE,19540503-0465,+46,+46 (0)808 142 16,1954-05-03,True
Sofia,Andersson,Genstigen 87,Karlskrona,54977,Sverige,SE,19990411-2216,+46,+46 (0)69 83 54 57,1999-04-11,True
Tage,Petersson,Furugatan 159,Trollhättan,88790,Sverige,SE,19920108-3759,+46,0369-472 71,1992-01-08,True
Christer,Olsson,Kvarngatan 4,Eskilstuna,88201,Sverige,SE,19590204-5116,+46,+46 (0)424 184 79,1959-02-04,True
Thomas,Eriksson,Fabriksvägen 683,Skellefteå,40403,Sverige,SE,19810424-9201,+46,+46 (0)22 63 64 97,1981-04-24,True
Eirik,Larsen,Solheimstykket 4,Nielsen,8122,Norge,NO,19631113-9194,+47,+4774267837,1963-11-13,True
Gerd,Hansson,Industrivägen 24,Östersund,83988,Sverige,SE,19470622-5485,+46,094-16 64 83,1947-06-22,True
Karoline,Lunde,Johansenmyra 93A,Leneø,8529,Norge,NO,19770723-6390,+47,45282006,1977-07-23,True
Heather,Chang,Jesus Stream 1570,Antonioton,66842,Danmark,DK,19411113-7843,+45,821-592-9955x47483,1941-11-13,True
Stig,Gundersen,Bøekollen 1,Amundsen,6099,Norge,NO,19970802-9713,+47,96 68 41 77,1997-08-02,True
Maria,Axelsson,Ekgatan 142,Uppsala,87929,Sverige,SE,19720720-9188,+358,08-667 94 11,1972-07-20,True
Maria,Johansson,Skolstigen 12,Växjö,55010,Sverige,SE,19860321-0453,+46,0822-03 66 74,1986-03-21,True
Karl,Antonsen,Lundestranda 46B,Karlsen,8343,Norge,NO,19400809-1616,+47,+4734951298,1940-08-09,True
Aurora,Vainio,Eljaksenpolku 83,Kristiinankaupunki,81445,Finland,FI,19500817-1876,+358,+358 940468173,1950-08-17,True
Berit,Moen,Strandstranda 7,Dahl,5988,Norge,NO,19720518-6289,+47,+47 91 60 81 63,1972-05-18,True
Mona,Strand,Kyrkvägen 808,Gävle,40232,Sverige,SE,19840708-7701,+46,08-267 751 16,1984-07-08,True
Anita,Solberg,Hauglandstien 5,Hannagrunn,1596,Norge,NO,19641227-1255,+47,408 89 435,1964-12-27,True
James,Russell,Ortega Field 77337,Wilcoxside,83004,Danmark,DK,19540308-7068,+45,(535)608-0913,1954-03-08,True
Laila,Lunde,Sørensentjernet 2,Runemark,8752,Norge,NO,19930213-7489,+47,+4710589113,1993-02-13,True
Josefin,Andersson,Kyrkvägen 564,Uddevalla,53250,Sverige,SE,19510331-4506,+46,+46 (0)8 372 531 82,1951-03-31,True
Emma,Dahl,Halvorsenhaugen 19,Terjehavn,6046,Norge,NO,19620724-8827,+47,21553444,1962-07-24,True
Anders,Andersson,Skogsgatan 030,Växjö,41386,Sverige,SE,19951226-4491,+46,08-673 908 19,1995-12-26,True
Sören,Lundgren,Stationsvägen 9,Mölndal,58806,Sverige,SE,19680401-1230,+46,+46 (0)8 187 962 79,1968-04-01,True
Julie,Harris,Derek Cliffs 1525,North Lindseystad,56766,Danmark,DK,19640519-9706,+45,(260)279-3324x390,1964-05-19,True
Sven,Johansson,Storvägen 1,Luleå,86912,Sverige,SE,19900717-2484,+46,08-219 266 02,1990-07-17,True
Colleen,Stewart,Thomas Spring 87158,South Veronica,79195,Danmark,DK,19550425-9212,+45,+1-297-457-3194,1955-04-25,True
Angela,Gamble,Aguilar Road 23166,West Danieltown,37577,Danmark,DK,19470306-3645,+45,(371)311-4153,1947-03-06,True
Eva,Martinsson,Parkgatan 09,Sandviken,72750,Sverige,SE,19890525-4201,+46,+46 (0)8 031 062 85,1989-05-25,True
Evert,Ljung,Asptorget 1,Borås,31248,Sverige,SE,19821108-6651,+46,08-376 55 17,1982-11-08,True
Eric,Thompson,John Fork 0110,West Ericchester,42352,Danmark,DK,19580611-9777,+45,276-282-8604x94540,1958-06-11,True
Erik,Andersson,Trädgårdsvägen 4,Kristianstad,78254,Sverige,SE,19670512-8519,+46,0951-55 08 14,1967-05-12,True
Ole,Sivertsen,Nguyenplassen 2,Roarodden,7433,Norge,NO,19840803-0740,+47,71 28 46 49,1984-08-03,True
Maud,Ekström,Skogsvägen 09,Karlskoga,34439,Sverige,SE,19620902-7221,+46,0134-81 10 44,1962-09-02,True
Kerstin,Borg,Ringvägen 1,Jönköping,60032,Sverige,SE,19470215-5057,+46,08-73 97 79,1947-02-15,True
Jocelyn,Chang,Cruz Ramp 65309,Juanchester,30336,Danmark,DK,19731114-4952,+45,+1-973-358-5363x66945,1973-11-14,True
Martine,Ellingsen,Solbergtoppen 27,Randiås,9104,Norge,NO,19520717-4689,+47,953 01 685,1952-07-17,True
Hanna,Karlsson,Industristigen 038,Linköping,37586,Sverige,SE,19500211-1350,+46,08-558 53 69,1950-02-11,True
Jenny,Mårtensson,Strandvägen 35,Kristianstad,52680,Sverige,SE,19640829-0952,+46,08-78 30 24,1964-08-29,True
Trond,Lie,Liefaret 94F,Haugland,0982,Norge,NO,19940429-2845,+47,982 22 746,1994-04-29,True
Anneli,Niemelä,Porkkalantie 263,Posio,83501,Finland,FI,19780624-4897,+358,+358089059357,1978-06-24,True
Eva,Lundgren,Granvägen 353,Umeå,93644,Sverige,SE,19840619-3839,+46,+46 (0)621 744 10,1984-06-19,True
Maria,Jonasson,Grangatan 3,Umeå,42307,Sverige,SE,19890228-2126,+46,010-21 02 31,1989-02-28,True
Bengt,Söderström,Nygatan 8,Luleå,97272,Sverige,SE,19630807-7493,+46,08-446 48 35,1963-08-07,True
Petteri,Berg,Haaksikuja 68,Haapajärvi,68537,Finland,FI,19871024-8003,+358,+358 20 9745733,1987-10-24,True
Bengt,Olofsson,Backvägen 26,Norrköping,75627,Sverige,SE,19760314-9403,+46,081-465 60 24,1976-03-14,True
Albert,Johansson,Parktorget 764,Trollhättan,93826,Sverige,SE,19931230-8292,+46,+46 (0)039 673 25,1993-12-30,True
Inger,Hansson,Grangränd 6,Sundsvall,63383,Sverige,SE,19661227-0714,+46,0998-28 98 00,1966-12-27,True
Hanna,Forslund,Skogsvägen 917,Halmstad,55439,Sverige,SE,19680309-9470,+46,08-537 93 94,1968-03-09,True
Carl,Nilsson,Kyrkovägen 938,Kalmar,60251,Sverige,SE,19880601-1573,+46,+46 (0)067 385 78,1988-06-01,True
Lars,Karlsson,Parkgränd 904,Norrköping,65669,Sverige,SE,19831119-7691,+46,+46 (0)8 897 562 30,1983-11-19,True
Nora,Christensen,Andersenjordet 5B,Myklebust,4016,Norge,NO,19771015-7099,+47,+47 70 79 74 64,1977-10-15,True
Bertil,Jonsson,Idrottsgatan 14,Trelleborg,31479,Sverige,SE,19650702-2136,+46,+46 (0)51 01 15 75,1965-07-02,True
Jessica,Washington,Shelby Well 130,Mariaside,01698,Danmark,DK,20000608-9423,+45,(809)548-8061x14054,2000-06-08,True
Helena,Jönsson,Skogsgränd 73,Kristianstad,21513,Sverige,SE,19930919-3517,+46,080-650 47 53,1993-09-19,True
Shane,Aguirre,Conrad Park 48139,Lake Michelle,16245,Danmark,DK,20001125-1744,+45,839.862.2706x368,2000-11-25,True
Stig,Gustavsson,Kvarnvägen 998,Luleå,63610,Sverige,SE,19661228-3692,+46,0948-56 23 14,1966-12-28,True
Mario,Riggs,Misty Locks 300,Victorchester,54369,Danmark,DK,19810303-8845,+45,+1-682-630-0990,1981-03-03,True
Margareta,Pettersson,Åkervägen 3,Karlstad,78916,Sverige,SE,19461105-2528,+46,+46 (0)8 354 657 25,1946-11-05,True
Amy,Ortiz,Kathleen Burg 5287,Lake Jasonland,36388,Danmark,DK,19630103-7824,+45,725.644.5261x049,1963-01-03,True
Reginald,Brown,Nichols Spring 07849,Williamton,44936,Danmark,DK,19590522-7051,+45,641.753.7012x46773,1959-05-22,True
Rolf,Nilsson,Kvarngatan 473,Umeå,57945,Sverige,SE,19660512-4056,+46,08-779 794 85,1966-05-12,True
Jan,Lilja,Kvarnvägen 333,Örebro,35441,Sverige,SE,19900614-2016,+46,08-50 23 28,1990-06-14,True
Jari,Asikainen,Haaksitie 196,Hollola,84647,Finland,FI,19411015-260Y,+358,+358 05 9636423,1941-10-15,True
Helena,Nevalainen,Jättiläisenpolku 8,Enonkoski,49608,Finland,FI,19930527-812X,+358,0771138940,1993-05-27,True
Frank,Ruud,Johnsenringen 2,Ireneø,8170,Norge,NO,19800714-1287,+47,434 50 343,1980-07-14,True
Tone,Sæther,Fredriksengrenda 9G,Thorås,7776,Norge,NO,19810610-8864,+47,99583911,1981-06-10,True
Olof,Johansson,Järnvägsvägen 88,Borås,16331,Sverige,SE,19651013-1114,+46,08-76 65 55,1965-10-13,True
Håvard,Hanssen,Hellandeggen 9,Nielsen,9260,Norge,NO,19610918-1808,+47,44 86 87 12,1961-09-18,True
Juhani,Luoma,Louhenkuja 5,Kerava,58705,Finland,FI,19841009-150N,+358,0447511268,1984-10-09,True
Rhonda,Fernandez,Carol Haven 118,Nguyenborough,43203,Danmark,DK,19830130-4679,+45,7703651777,1983-01-30,True
Britt,Falk,Ängsgatan 815,Trollhättan,55939,Sverige,SE,19460922-4005,+46,08-999 990 91,1946-09-22,True
Viola,Lundgren,Parkvägen 77,Malmö,73854,Sverige,SE,19900505-0218,+46,08-938 05 68,1990-05-05,True
Andreas,Eriksson,Skogstorget 144,Göteborg,49497,Sverige,SE,19920430-0762,+46,+46 (0)09 31 89 72,1992-04-30,True
Mattias,Andersson,Nygatan 123,Kalmar,27195,Sverige,SE,19980205-8390,+46,001-096 19 53,1998-02-05,True
Geir,Johansen,Bakkeholtet 93B,Annvåg,4506,Norge,NO,19791125-0972,+47,460 83 326,1979-11-25,True
Gunilla,Pettersson,Skoltorget 216,Norrköping,85489,Sverige,SE,19431023-3970,+46,0582-604 51,1943-10-23,True
Ingmar,Lundgren,Idrottsgränd 31,Skövde,58200,Sverige,SE,19980117-0090,+46,0149-53 99 10,1998-01-17,True
Lennart,Karlsson,Skolgatan 474,Borlänge,73245,Sverige,SE,19631225-5872,+46,08-188 59 78,1963-12-25,True
Luke,Henry,Mary Summit 6806,New Theresaport,45520,Danmark,DK,19980404-8637,+45,001-407-750-5995x840,1998-04-04,True
Catarina,Skoglund,Parkvägen 73,Malmö,93665,Sverige,SE,19810608-6486,+46,08-957 63 86,1981-06-08,True
Katriina,Tuominen,Cygnaeuksenkatu 6,Parainen,13085,Finland,FI,19920128-576M,+358,+358 241970699,1992-01-28,True
Anne,Berntsen,Moensvingen 309,Petterfjell,7621,Norge,NO,19511007-2633,+47,97247529,1951-10-07,True
Alison,Howard,Bailey Ferry 66986,New Carl,29133,Danmark,DK,19431012-4934,+45,+1-408-580-9326x6472,1943-10-12,True
Theresa,Hall,Grimes Crescent 2727,New Mark,18488,Danmark,DK,19571003-5433,+45,723.997.2949x3603,1957-10-03,True
Yvette,Martinez,Amber Meadow 5467,Josephberg,62036,Danmark,DK,19600213-4731,+45,+1-712-536-4446x0249,1960-02-13,True
Erik,Dahl,Martinsenmoen 9,Elisabethvik,7188,Norge,NO,19430409-5769,+47,+47 04 67 66 62,1943-04-09,True
Kelly,Nguyen,Clark Keys 313,West Stevenfurt,72158,Danmark,DK,19760703-2330,+45,(204)636-1789x94664,1976-07-03,True
Elisabeth,Persson,Industrigatan 35,Trollhättan,43708,Sverige,SE,19610118-8412,+46,057-481 78 46,1961-01-18,True
Iris,Andersson,Industrivägen 3,Norrköping,77332,Sverige,SE,19520612-8323,+46,0242-34 49 59,1952-06-12,True
Berit,Isaksen,Brekkelunden 866,Olastrøm,6828,Norge,NO,19730115-4966,+47,990 06 464,1973-01-15,True
Lovisa,Nilsson,Nyvägen 85,Helsingborg,93737,Sverige,SE,19760305-7331,+46,08-918 61 35,1976-03-05,True
Anna,Johansson,Aspgatan 694,Uddevalla,73968,Sverige,SE,19750721-1319,+46,0578-688 82,1975-07-21,True
Åke,Mattsson,Ängsvägen 35,Skövde,13506,Sverige,SE,19861213-5473,+46,076-77 84 75,1986-12-13,True
Louise,Axelsson,Parktorget 32,Nyköping,88269,Sverige,SE,19421030-9788,+46,08-221 004 26,1942-10-30,True
Elin,Aasen,Ødegårdjordet 1,Hansodden,4074,Norge,NO,19440115-1515,+358,32082180,1944-01-15,True
Elisabeth,Claesson,Parkstigen 53,Karlstad,35543,Sverige,SE,19631117-2757,+46,0742-287 57,1963-11-17,True
Anna,Gustavsson,Industrivägen 1,Landskrona,74514,Sverige,SE,19910111-3430,+46,08-37 10 16,1991-01-11,True
Satu,Lilja,Chydeniuksenpolku 27,Kuhmoinen,97527,Finland,FI,19681014-641E,+358,044 219 3214,1968-10-14,True
Marie,Johansson,Idrottsstigen 3,Stockholm,61656,Sverige,SE,19860717-8987,+46,0804-413 48,1986-07-17,True
Sten,Johansson,Aspvägen 1,Karlstad,15426,Sverige,SE,19901224-9077,+46,0466-980 72,1990-12-24,True
Magne,Pedersen,Iversenberget 8,Alexanderfjell,3665,Norge,NO,19720304-6872,+47,92392891,1972-03-04,True
Morten,Myklebust,Johnsenengen 6,Ødegård,2259,Norge,NO,19980616-8602,47,66 61 27 85,1998-06-16,True
Anna,Sandberg,Skolgränd 764,Falun,92462,Sverige,SE,19770215-0748,+46,0615-911 17,1977-02-15,True
Erik,Eriksson,Kyrkgatan 7,Piteå,97806,Sverige,SE,19660827-0514,+46,+46 (0)53 10 19 97,1966-08-27,True
Per,Falk,Skolgatan 288,Karlskoga,79875,Sverige,SE,19740824-2091,+46,08-514 866 43,1974-08-24,True
Sigurd,Johansen,Jenssenengen 6E,Thomassen,9840,Norge,NO,19420328-8954,+47,+47 42 47 73 99,1942-03-28,True
Lars,Engström,Bäckgatan 4,Gävle,59126,Norge,SE,19960212-6781,+47,009-937 72 00,1996-02-12,True
Erik,Mårtensson,Ringgatan 435,Borås,12948,Sverige,SE,19880326-2236,+46,058-95 46 13,1988-03-26,True
